"Id","SourceId","Priority","Status","System","Category","Files","Evidence","Risk","RecommendedFix","Verification","Notes","Source"
"RB-03292","P10-F03292","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","L472:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03293","P10-F03293","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","L1062:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03294","P10-F03294","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddAnimation.cs","L736:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03295","P10-F03295","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddArch.cs","L402:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03296","P10-F03296","P1","Ready","Homestead","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddCooking.cs","L420:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03297","P10-F03297","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddCustom.cs","L117:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03298","P10-F03298","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddDeco.cs","L2741:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03299","P10-F03299","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddDungeon.cs","L1224:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03300","P10-F03300","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addfence.cs","L204:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03301","P10-F03301","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addfloor.cs","L1409:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03302","P10-F03302","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddFurniture.cs","L1362:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03303","P10-F03303","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddGear.cs","L1095:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03304","P10-F03304","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddGround.cs","L1226:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03305","P10-F03305","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddLight.cs","L243:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03306","P10-F03306","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddMisc.cs","L2829:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03307","P10-F03307","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddNature.cs","L460:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03308","P10-F03308","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addplants.cs","L860:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03309","P10-F03309","P1","Ready","Static Gump Tool","Gump guards","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addrock.cs","L225:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
